"No.","Time","Source","Destination","Protocol","Length","Info"
"309","56.834078","192.168.1.59","224.0.0.251","MDNS","123","Standard query 0x0000 ANY Android.local, ""QM"" question ANY Android.local, ""QM"" question A 192.168.1.59 AAAA fe80::cc2a:47ff:fefd:3458"
"310","56.834078","fe80::cc2a:47ff:fefd:3458","ff02::fb","MDNS","143","Standard query 0x0000 ANY Android.local, ""QM"" question ANY Android.local, ""QM"" question A 192.168.1.59 AAAA fe80::cc2a:47ff:fefd:3458"
"311","57.141510","192.168.1.59","224.0.0.251","MDNS","288","Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.1.59 AAAA, cache flush fe80::cc2a:47ff:fefd:3458 NSEC, cache flush 59.1.168.192.in-addr.arpa NSEC, cache flush 8.5.4.3.D.F.E.F.F.F.7.4.A.2.C.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"312","57.141510","fe80::cc2a:47ff:fefd:3458","ff02::fb","MDNS","308","Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.1.59 AAAA, cache flush fe80::cc2a:47ff:fefd:3458 NSEC, cache flush 59.1.168.192.in-addr.arpa NSEC, cache flush 8.5.4.3.D.F.E.F.F.F.7.4.A.2.C.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"313","57.448392","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"314","58.063220","192.168.1.59","224.0.0.251","MDNS","288","Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.1.59 AAAA, cache flush fe80::cc2a:47ff:fefd:3458 NSEC, cache flush 59.1.168.192.in-addr.arpa NSEC, cache flush 8.5.4.3.D.F.E.F.F.F.7.4.A.2.C.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"315","58.063220","fe80::cc2a:47ff:fefd:3458","ff02::fb","MDNS","308","Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.1.59 AAAA, cache flush fe80::cc2a:47ff:fefd:3458 NSEC, cache flush 59.1.168.192.in-addr.arpa NSEC, cache flush 8.5.4.3.D.F.E.F.F.F.7.4.A.2.C.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"316","58.984462","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"317","58.986984","fe80::1213:31ff:feee:612a","fe80::8fd1:3600:8606:118","ICMPv6","86","Neighbor Solicitation for fe80::8fd1:3600:8606:118 from 10:13:31:ee:61:2a"
"318","58.987022","fe80::8fd1:3600:8606:118","fe80::1213:31ff:feee:612a","ICMPv6","86","Neighbor Advertisement fe80::8fd1:3600:8606:118 (sol, ovr) is at 40:23:43:60:39:1f"
"319","60.213344","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"320","60.213344","192.168.1.59","224.0.0.251","MDNS","288","Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.1.59 AAAA, cache flush fe80::cc2a:47ff:fefd:3458 NSEC, cache flush 59.1.168.192.in-addr.arpa NSEC, cache flush 8.5.4.3.D.F.E.F.F.F.7.4.A.2.C.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"321","60.214329","fe80::cc2a:47ff:fefd:3458","ff02::fb","MDNS","308","Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.1.59 AAAA, cache flush fe80::cc2a:47ff:fefd:3458 NSEC, cache flush 59.1.168.192.in-addr.arpa NSEC, cache flush 8.5.4.3.D.F.E.F.F.F.7.4.A.2.C.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"322","61.134908","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"323","62.671589","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"324","63.592638","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"325","64.207367","192.168.1.59","224.0.0.251","MDNS","288","Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.1.59 AAAA, cache flush fe80::cc2a:47ff:fefd:3458 NSEC, cache flush 59.1.168.192.in-addr.arpa NSEC, cache flush 8.5.4.3.D.F.E.F.F.F.7.4.A.2.C.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"326","64.207367","fe80::cc2a:47ff:fefd:3458","ff02::fb","MDNS","308","Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.1.59 AAAA, cache flush fe80::cc2a:47ff:fefd:3458 NSEC, cache flush 59.1.168.192.in-addr.arpa NSEC, cache flush 8.5.4.3.D.F.E.F.F.F.7.4.A.2.C.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"327","64.514277","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"328","65.438939","fe80::8fd1:3600:8606:118","fe80::1213:31ff:feee:612a","DNS","109","Standard query 0x72bd A wpad.homenet.telecomitalia.it"
"329","65.441855","fe80::1213:31ff:feee:612a","fe80::8fd1:3600:8606:118","DNS","109","Standard query response 0x72bd No such name A wpad.homenet.telecomitalia.it"
"330","65.449527","fe80::8fd1:3600:8606:118","fe80::1213:31ff:feee:612a","DNS","109","Standard query 0x664c A wpad.homenet.telecomitalia.it"
"331","65.451603","fe80::1213:31ff:feee:612a","fe80::8fd1:3600:8606:118","DNS","109","Standard query response 0x664c No such name A wpad.homenet.telecomitalia.it"
"332","66.050356","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"333","66.664908","192.168.1.59","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"334","66.972141","192.168.1.59","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"335","66.972141","192.168.1.59","224.0.0.251","MDNS","103","Standard query 0x0001 PTR _233637DE._sub._googlecast._tcp.local, ""QU"" question PTR _googlecast._tcp.local, ""QU"" question"
"336","67.279241","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"337","67.279241","192.168.1.59","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"338","68.200878","192.168.1.59","224.0.0.251","MDNS","103","Standard query 0x0002 PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"339","68.200878","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"340","68.297537","20.185.212.106","192.168.1.60","TLSv1.2","415","Application Data"
"341","68.299529","192.168.1.60","20.185.212.106","TCP","54","58010  >  443 [FIN, ACK] Seq=2 Ack=362 Win=515 Len=0"
"342","68.304912","192.168.1.60","20.185.212.106","SSL","1494","Continuation Data"
"343","68.304912","192.168.1.60","20.185.212.106","SSL","1494","Continuation Data"
"344","68.304912","192.168.1.60","20.185.212.106","SSL","73","Continuation Data"
"345","68.312211","fe80::8fd1:3600:8606:118","fe80::1213:31ff:feee:612a","DNS","109","Standard query 0x883f A wpad.homenet.telecomitalia.it"
"346","68.314486","fe80::1213:31ff:feee:612a","fe80::8fd1:3600:8606:118","DNS","109","Standard query response 0x883f No such name A wpad.homenet.telecomitalia.it"
"347","68.321061","fe80::8fd1:3600:8606:118","fe80::1213:31ff:feee:612a","DNS","95","Standard query 0xd168 A dyn-2.keepa.com"
"348","68.354430","fe80::1213:31ff:feee:612a","fe80::8fd1:3600:8606:118","DNS","173","Standard query response 0xd168 A dyn-2.keepa.com CNAME keepa.com A 157.90.91.75 A 157.90.91.74 A 157.90.179.245 A 157.90.91.71"
"349","68.355180","192.168.1.60","157.90.91.75","TCP","66","58036  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"350","68.407547","157.90.91.75","192.168.1.60","TCP","66","443  >  58036 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1452 SACK_PERM WS=128"
"351","68.407640","192.168.1.60","157.90.91.75","TCP","54","58036  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0"
"352","68.407999","192.168.1.60","157.90.91.75","TLSv1.3","669","Client Hello"
"353","68.412458","20.185.212.106","192.168.1.60","TCP","54","443  >  58010 [FIN, ACK] Seq=362 Ack=3 Win=2053 Len=0"
"354","68.412526","192.168.1.60","20.185.212.106","TCP","54","58010  >  443 [ACK] Seq=3 Ack=363 Win=515 Len=0"
"355","68.424926","20.185.212.106","192.168.1.60","TCP","54","443  >  58028 [ACK] Seq=1 Ack=2901 Win=2053 Len=0"
"356","68.460472","157.90.91.75","192.168.1.60","TLSv1.3","1506","Server Hello, Change Cipher Spec, Application Data"
"357","68.460472","157.90.91.75","192.168.1.60","TCP","1506","443  >  58036 [PSH, ACK] Seq=1453 Ack=616 Win=64128 Len=1452 [TCP segment of a reassembled PDU]"
"358","68.460558","192.168.1.60","157.90.91.75","TCP","54","58036  >  443 [ACK] Seq=616 Ack=2905 Win=132096 Len=0"
"359","68.460631","157.90.91.75","192.168.1.60","TLSv1.3","450","Application Data, Application Data, Application Data"
"360","68.460982","192.168.1.60","157.90.91.75","TLSv1.3","134","Change Cipher Spec, Application Data"
"361","68.461258","192.168.1.60","157.90.91.75","TLSv1.3","778","Application Data"
"362","68.513339","157.90.91.75","192.168.1.60","TLSv1.3","349","Application Data"
"363","68.514013","157.90.91.75","192.168.1.60","TLSv1.3","349","Application Data"
"364","68.514013","157.90.91.75","192.168.1.60","TLSv1.3","257","Application Data"
"365","68.514055","192.168.1.60","157.90.91.75","TCP","54","58036  >  443 [ACK] Seq=1420 Ack=4094 Win=130816 Len=0"
"366","68.514157","157.90.91.75","192.168.1.60","TLSv1.3","78","Application Data"
"367","68.514157","157.90.91.75","192.168.1.60","TLSv1.3","108","Application Data"
"368","68.514178","192.168.1.60","157.90.91.75","TCP","54","58036  >  443 [ACK] Seq=1420 Ack=4172 Win=130816 Len=0"
"369","68.514703","157.90.91.75","192.168.1.60","TCP","1506","443  >  58036 [ACK] Seq=4172 Ack=1420 Win=64128 Len=1452 [TCP segment of a reassembled PDU]"
"370","68.514703","157.90.91.75","192.168.1.60","TCP","1506","443  >  58036 [PSH, ACK] Seq=5624 Ack=1420 Win=64128 Len=1452 [TCP segment of a reassembled PDU]"
"371","68.514740","192.168.1.60","157.90.91.75","TCP","54","58036  >  443 [ACK] Seq=1420 Ack=7076 Win=132096 Len=0"
"372","68.514893","157.90.91.75","192.168.1.60","TLSv1.3","752","Application Data"
"373","68.514893","157.90.91.75","192.168.1.60","TLSv1.3","1233","Application Data"
"374","68.514928","192.168.1.60","157.90.91.75","TCP","54","58036  >  443 [ACK] Seq=1420 Ack=8953 Win=132096 Len=0"
"375","68.515879","192.168.1.60","157.90.91.75","TLSv1.3","82","Application Data"
"376","68.542992","fe80::8fd1:3600:8606:118","fe80::1213:31ff:feee:612a","DNS","93","Standard query 0x9464 A dyn.keepa.com"
"377","68.576842","fe80::1213:31ff:feee:612a","fe80::8fd1:3600:8606:118","DNS","171","Standard query response 0x9464 A dyn.keepa.com CNAME keepa.com A 157.90.91.74 A 157.90.179.245 A 157.90.91.71 A 157.90.91.75"
"378","68.577589","192.168.1.60","157.90.91.74","TCP","66","58037  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"379","68.607434","157.90.91.75","192.168.1.60","TCP","54","443  >  58036 [ACK] Seq=8953 Ack=1448 Win=64128 Len=0"
"380","68.622560","157.90.91.74","192.168.1.60","TCP","66","443  >  58037 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1452 SACK_PERM WS=128"
"381","68.622658","192.168.1.60","157.90.91.74","TCP","54","58037  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0"
"382","68.622970","192.168.1.60","157.90.91.74","TLSv1.3","670","Client Hello"
"383","68.669210","157.90.91.74","192.168.1.60","TLSv1.3","1506","Server Hello, Change Cipher Spec, Application Data"
"384","68.669210","157.90.91.74","192.168.1.60","TCP","1506","443  >  58037 [PSH, ACK] Seq=1453 Ack=617 Win=64128 Len=1452 [TCP segment of a reassembled PDU]"
"385","68.669353","192.168.1.60","157.90.91.74","TCP","54","58037  >  443 [ACK] Seq=617 Ack=2905 Win=132096 Len=0"
"386","68.776135","157.90.91.74","192.168.1.60","TLSv1.3","444","Application Data, Application Data, Application Data"
"387","68.776135","192.0.78.23","192.168.1.60","TLSv1.3","78","Application Data"
"388","68.776343","192.168.1.60","192.0.78.23","TLSv1.3","82","Application Data"
"389","68.776484","192.168.1.60","157.90.91.74","TLSv1.3","134","Change Cipher Spec, Application Data"
"390","68.776685","192.168.1.60","157.90.91.74","TLSv1.3","152","Application Data"
"391","68.776960","192.168.1.60","157.90.91.74","TLSv1.3","632","Application Data"
"392","68.795990","192.0.78.23","192.168.1.60","TCP","54","443  >  58033 [ACK] Seq=853 Ack=2364 Win=36352 Len=0"
"393","68.821111","157.90.91.74","192.168.1.60","TLSv1.3","349","Application Data"
"394","68.821111","157.90.91.74","192.168.1.60","TLSv1.3","349","Application Data"
"395","68.821111","157.90.91.74","192.168.1.60","TLSv1.3","112","Application Data"
"396","68.821180","192.168.1.60","157.90.91.74","TCP","54","58037  >  443 [ACK] Seq=1373 Ack=3943 Win=131072 Len=0"
"397","68.821384","192.168.1.60","157.90.91.74","TLSv1.3","85","Application Data"
"398","68.822264","157.90.91.74","192.168.1.60","TLSv1.3","373","Application Data"
"399","68.826598","192.168.1.60","157.90.91.75","TLSv1.3","263","Application Data"
"400","68.862895","192.168.1.60","157.90.91.74","TCP","54","58037  >  443 [ACK] Seq=1404 Ack=4262 Win=130560 Len=0"
"401","68.878517","157.90.91.75","192.168.1.60","TCP","54","443  >  58036 [ACK] Seq=8953 Ack=1657 Win=64128 Len=0"
"402","68.878517","157.90.91.75","192.168.1.60","TLSv1.3","221","Application Data"
"403","68.908206","157.90.91.74","192.168.1.60","TCP","54","443  >  58037 [ACK] Seq=4262 Ack=1404 Win=64128 Len=0"
"404","68.924981","192.168.1.60","157.90.91.75","TCP","54","58036  >  443 [ACK] Seq=1657 Ack=9120 Win=131840 Len=0"
"405","69.122524","192.168.1.59","224.0.0.251","MDNS","103","Standard query 0x0003 PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"406","71.093627","157.90.91.75","192.168.1.60","TCP","1506","443  >  58036 [ACK] Seq=9120 Ack=1657 Win=64128 Len=1452 [TCP segment of a reassembled PDU]"
"407","71.093627","157.90.91.75","192.168.1.60","TLSv1.3","1120","Application Data"
"408","71.093700","192.168.1.60","157.90.91.75","TCP","54","58036  >  443 [ACK] Seq=1657 Ack=11638 Win=132096 Len=0"
"409","71.095700","157.90.91.75","192.168.1.60","TLSv1.3","1495","Application Data"
"410","71.114385","fe80::8fd1:3600:8606:118","fe80::1213:31ff:feee:612a","DNS","93","Standard query 0xbd20 A www.amazon.it"
"411","71.124380","fe80::1213:31ff:feee:612a","fe80::8fd1:3600:8606:118","DNS","188","Standard query response 0xbd20 A www.amazon.it CNAME tp.6ca7af544-frontier.amazon.it CNAME d1zf2p7ylo2ros.cloudfront.net A 18.66.12.117"
"412","71.125425","192.168.1.60","18.66.12.117","TCP","66","58038  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"413","71.138357","192.168.1.60","157.90.91.75","TCP","54","58036  >  443 [ACK] Seq=1657 Ack=13079 Win=130560 Len=0"
"414","71.163842","18.66.12.117","192.168.1.60","TCP","66","443  >  58038 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM WS=512"
"415","71.164001","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"416","71.164454","192.168.1.60","18.66.12.117","TLSv1.3","571","Client Hello"
"417","71.202664","18.66.12.117","192.168.1.60","TCP","54","443  >  58038 [ACK] Seq=1 Ack=518 Win=67072 Len=0"
"418","71.203377","18.66.12.117","192.168.1.60","TLSv1.3","1494","Server Hello, Change Cipher Spec, Application Data"
"419","71.203377","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=1441 Ack=518 Win=67072 Len=1440 [TCP segment of a reassembled PDU]"
"420","71.203434","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=518 Ack=2881 Win=132352 Len=0"
"421","71.203491","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=2881 Ack=518 Win=67072 Len=1440 [TCP segment of a reassembled PDU]"
"422","71.203756","18.66.12.117","192.168.1.60","TLSv1.3","934","Application Data, Application Data, Application Data"
"423","71.203776","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=518 Ack=5201 Win=132352 Len=0"
"424","71.211514","192.168.1.60","18.66.12.117","TLSv1.3","118","Change Cipher Spec, Application Data"
"425","71.211784","192.168.1.60","18.66.12.117","TLSv1.3","152","Application Data"
"426","71.212054","192.168.1.60","18.66.12.117","TLSv1.3","937","Application Data"
"427","71.248728","18.66.12.117","192.168.1.60","TCP","54","443  >  58038 [ACK] Seq=5201 Ack=582 Win=67072 Len=0"
"428","71.248728","18.66.12.117","192.168.1.60","TCP","54","443  >  58038 [ACK] Seq=5201 Ack=680 Win=67072 Len=0"
"429","71.248728","18.66.12.117","192.168.1.60","TLSv1.3","200","Application Data"
"430","71.249731","18.66.12.117","192.168.1.60","TLSv1.3","125","Application Data"
"431","71.249731","18.66.12.117","192.168.1.60","TCP","54","443  >  58038 [ACK] Seq=5418 Ack=1563 Win=68608 Len=0"
"432","71.249763","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1563 Ack=5418 Win=132096 Len=0"
"433","71.249887","192.168.1.60","18.66.12.117","TLSv1.3","85","Application Data"
"434","71.273555","192.168.1.56","224.0.0.251","MDNS","581","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 7"",""as"":""[8193, 8194]"",""ip"":""56""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android-3.local PTR, cache flush Android-3.local PTR, cache flush Android-3.local A, cache flush 192.168.1.56 AAAA, cache flush fe80::3051:e0ff:fe61:a710 NSEC, cache flush {""nm"":""Redmi Note 7"",""as"":""[8193, 8194]"",""ip"":""56""}._mi-connect._udp.local NSEC, cache flush 56.1.168.192.in-addr.arpa NSEC, cache flush 0.1.7.A.1.6.E.F.F.F.0.E.1.5.0.3.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-3.local"
"435","71.275151","fe80::3051:e0ff:fe61:a710","ff02::fb","MDNS","601","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 7"",""as"":""[8193, 8194]"",""ip"":""56""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android-3.local PTR, cache flush Android-3.local PTR, cache flush Android-3.local A, cache flush 192.168.1.56 AAAA, cache flush fe80::3051:e0ff:fe61:a710 NSEC, cache flush {""nm"":""Redmi Note 7"",""as"":""[8193, 8194]"",""ip"":""56""}._mi-connect._udp.local NSEC, cache flush 56.1.168.192.in-addr.arpa NSEC, cache flush 0.1.7.A.1.6.E.F.F.F.0.E.1.5.0.3.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-3.local"
"436","71.287253","18.66.12.117","192.168.1.60","TCP","54","443  >  58038 [ACK] Seq=5418 Ack=1594 Win=68608 Len=0"
"437","71.401644","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=5418 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"438","71.401644","18.66.12.117","192.168.1.60","TLSv1.3","662","Application Data"
"439","71.401755","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=7466 Win=132352 Len=0"
"440","71.401856","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=7466 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"441","71.402224","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=8906 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"442","71.402224","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=10346 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"443","71.402260","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=11786 Win=132352 Len=0"
"444","71.402385","18.66.12.117","192.168.1.60","TLSv1.3","446","Application Data"
"445","71.402406","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=12178 Win=131840 Len=0"
"446","71.431094","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=12178 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"447","71.431094","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=13618 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"448","71.431208","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=15058 Win=132352 Len=0"
"449","71.431307","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=15058 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"450","71.432254","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=16498 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"451","71.432276","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=17938 Win=132352 Len=0"
"452","71.433464","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=17938 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"453","71.433464","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=19378 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"454","71.433567","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=20818 Win=132352 Len=0"
"455","71.435276","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=20818 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"456","71.435427","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=22258 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"457","71.435459","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=23698 Win=132352 Len=0"
"458","71.436251","18.66.12.117","192.168.1.60","TLSv1.3","799","Application Data"
"459","71.473915","18.66.12.117","192.168.1.60","TLSv1.3","530","Application Data"
"460","71.473915","18.66.12.117","192.168.1.60","TLSv1.3","754","Application Data"
"461","71.474024","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=25619 Win=132352 Len=0"
"462","71.795868","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=25619 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"463","71.795868","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=27059 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"464","71.795934","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=28499 Win=132352 Len=0"
"465","71.797358","18.66.12.117","192.168.1.60","TLSv1.3","402","Application Data"
"466","71.797358","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=28847 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"467","71.797390","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=30287 Win=132352 Len=0"
"468","71.797428","18.66.12.117","192.168.1.60","TLSv1.3","287","Application Data"
"469","71.797428","18.66.12.117","192.168.1.60","TLSv1.3","1494","Application Data"
"470","71.797428","18.66.12.117","192.168.1.60","TLSv1.3","1133","Application Data, Application Data, Application Data"
"471","71.797457","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=33039 Win=132352 Len=0"
"472","71.798402","18.66.12.117","192.168.1.60","TLSv1.3","928","Application Data, Application Data"
"473","71.798425","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=33913 Win=131584 Len=0"
"474","71.798622","18.66.12.117","192.168.1.60","TLSv1.3","983","Application Data"
"475","71.824715","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=34842 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"476","71.824715","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=36282 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"477","71.824715","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=37722 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"478","71.824784","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=39162 Win=132352 Len=0"
"479","71.825199","18.66.12.117","192.168.1.60","TLSv1.3","743","Application Data"
"480","71.826004","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=39851 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"481","71.826032","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=41291 Win=132352 Len=0"
"482","71.826168","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=41291 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"483","71.828580","18.66.12.117","192.168.1.60","TLSv1.3","1494","Application Data"
"484","71.828580","18.66.12.117","192.168.1.60","TLSv1.3","1494","Application Data, Application Data"
"485","71.828624","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=45611 Win=132352 Len=0"
"486","71.829712","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=45611 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"487","71.829736","192.168.1.60","18.66.12.117","TCP","54","58038  >  443 [ACK] Seq=1594 Ack=47051 Win=132352 Len=0"
"488","71.829870","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [PSH, ACK] Seq=47051 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"489","71.830902","18.66.12.117","192.168.1.60","TCP","1494","443  >  58038 [ACK] Seq=48491 Ack=1594 Win=68608 Len=1440 [TCP segment of a reassembled PDU]"
"490","71.830902","18.66.12.117","192.168.1.60","TLSv1.3","1494","Application Data"
